"id"	"p_id"	"loc_id"	"s_time"	"e_time"
"333"	"12"	"14"	"2/2/2021 13:20:41"	"2/2/2021 14:26:41"
"334"	"12"	"10"	"2/2/2021 14:30:41"	"2/2/2021 15:11:41"
"335"	"12"	"4"	"2/2/2021 15:12:41"	"2/2/2021 16:08:41"
"336"	"12"	"3"	"2/2/2021 16:12:41"	"2/2/2021 18:08:41"
"337"	"12"	"7"	"2/2/2021 18:09:41"	"2/2/2021 19:22:41"
"338"	"26"	"16"	"2/2/2021 03:48:55"	"2/2/2021 03:51:55"
"339"	"26"	"2"	"2/2/2021 03:54:55"	"2/2/2021 04:39:55"
"340"	"26"	"11"	"2/2/2021 04:43:55"	"2/2/2021 06:14:55"
"341"	"23"	"7"	"2/2/2021 11:01:14"	"2/2/2021 11:33:14"
"342"	"23"	"12"	"2/2/2021 11:37:14"	"2/2/2021 12:33:14"
"343"	"23"	"8"	"2/2/2021 12:34:14"	"2/2/2021 12:40:14"
"344"	"23"	"5"	"2/2/2021 12:41:14"	"2/2/2021 13:55:14"
"345"	"23"	"15"	"2/2/2021 13:55:14"	"2/2/2021 14:30:14"
"346"	"23"	"4"	"2/2/2021 14:32:14"	"2/2/2021 15:47:14"
"347"	"23"	"3"	"2/2/2021 15:51:14"	"2/2/2021 16:25:14"
"348"	"23"	"6"	"2/2/2021 16:26:14"	"2/2/2021 17:53:14"
"349"	"23"	"16"	"2/2/2021 17:54:14"	"2/2/2021 19:11:14"
"350"	"23"	"11"	"2/2/2021 19:11:14"	"2/2/2021 20:04:14"
"351"	"23"	"1"	"2/2/2021 20:04:14"	"2/2/2021 20:27:14"
"352"	"23"	"13"	"2/2/2021 20:30:14"	"2/2/2021 20:40:14"
"353"	"23"	"10"	"2/2/2021 20:41:14"	"2/2/2021 22:09:14"
"354"	"28"	"13"	"2/2/2021 02:42:39"	"2/2/2021 03:59:39"
"355"	"28"	"15"	"2/2/2021 04:03:39"	"2/2/2021 04:33:39"
"356"	"28"	"6"	"2/2/2021 04:37:39"	"2/2/2021 04:46:39"
"357"	"28"	"10"	"2/2/2021 04:47:39"	"2/2/2021 06:03:39"
"358"	"28"	"11"	"2/2/2021 06:04:39"	"2/2/2021 07:37:39"
"359"	"28"	"14"	"2/2/2021 07:41:39"	"2/2/2021 08:34:39"
"360"	"28"	"8"	"2/2/2021 08:34:39"	"2/2/2021 09:55:39"
"361"	"44"	"7"	"2/2/2021 13:39:18"	"2/2/2021 14:57:18"
"362"	"44"	"14"	"2/2/2021 14:59:18"	"2/2/2021 15:36:18"
"363"	"44"	"15"	"2/2/2021 15:38:18"	"2/2/2021 16:33:18"
"364"	"44"	"1"	"2/2/2021 16:35:18"	"2/2/2021 17:54:18"
"365"	"44"	"8"	"2/2/2021 17:56:18"	"2/2/2021 18:52:18"
"366"	"44"	"16"	"2/2/2021 18:56:18"	"2/2/2021 20:20:18"
"367"	"44"	"11"	"2/2/2021 20:21:18"	"2/2/2021 22:04:18"
"368"	"44"	"6"	"2/2/2021 22:07:18"	"2/2/2021 22:59:18"
"369"	"44"	"3"	"2/2/2021 23:03:18"	"2/2/2021 23:08:18"
"370"	"44"	"9"	"2/2/2021 23:09:18"	"3/2/2021 00:53:18"
"371"	"44"	"13"	"3/2/2021 00:55:18"	"3/2/2021 01:57:18"
"372"	"44"	"10"	"3/2/2021 01:59:18"	"3/2/2021 03:32:18"
"373"	"37"	"1"	"2/2/2021 05:01:26"	"2/2/2021 05:02:26"
"374"	"37"	"2"	"2/2/2021 05:06:26"	"2/2/2021 07:04:26"
"375"	"37"	"6"	"2/2/2021 07:04:26"	"2/2/2021 07:48:26"
"376"	"37"	"10"	"2/2/2021 07:50:26"	"2/2/2021 09:28:26"
"377"	"37"	"9"	"2/2/2021 09:31:26"	"2/2/2021 10:51:26"
"378"	"37"	"3"	"2/2/2021 10:51:26"	"2/2/2021 11:53:26"
"379"	"37"	"7"	"2/2/2021 11:54:26"	"2/2/2021 12:42:26"
"380"	"37"	"13"	"2/2/2021 12:43:26"	"2/2/2021 13:54:26"
"381"	"37"	"4"	"2/2/2021 13:57:26"	"2/2/2021 15:54:26"
"382"	"37"	"16"	"2/2/2021 15:57:26"	"2/2/2021 16:11:26"
"383"	"37"	"15"	"2/2/2021 16:13:26"	"2/2/2021 18:08:26"
"384"	"37"	"12"	"2/2/2021 18:11:26"	"2/2/2021 18:33:26"
"385"	"37"	"5"	"2/2/2021 18:37:26"	"2/2/2021 20:22:26"
"386"	"3"	"6"	"2/2/2021 14:21:03"	"2/2/2021 14:46:03"
"387"	"3"	"15"	"2/2/2021 14:46:03"	"2/2/2021 16:09:03"
"388"	"3"	"2"	"2/2/2021 16:10:03"	"2/2/2021 16:45:03"
"389"	"3"	"11"	"2/2/2021 16:48:03"	"2/2/2021 17:47:03"
"390"	"3"	"5"	"2/2/2021 17:49:03"	"2/2/2021 18:09:03"
"391"	"3"	"12"	"2/2/2021 18:10:03"	"2/2/2021 19:55:03"
"392"	"3"	"1"	"2/2/2021 19:56:03"	"2/2/2021 21:13:03"
"393"	"3"	"3"	"2/2/2021 21:13:03"	"2/2/2021 23:11:03"
"394"	"3"	"16"	"2/2/2021 23:14:03"	"3/2/2021 00:45:03"
"395"	"29"	"4"	"2/2/2021 16:07:32"	"2/2/2021 17:14:32"
"396"	"31"	"3"	"2/2/2021 16:39:55"	"2/2/2021 18:24:55"
"397"	"31"	"7"	"2/2/2021 18:24:55"	"2/2/2021 20:14:55"
"398"	"31"	"12"	"2/2/2021 20:15:55"	"2/2/2021 21:10:55"
"399"	"31"	"5"	"2/2/2021 21:13:55"	"2/2/2021 22:27:55"
"400"	"31"	"6"	"2/2/2021 22:30:55"	"2/2/2021 23:31:55"
"401"	"31"	"16"	"2/2/2021 23:32:55"	"3/2/2021 00:30:55"
"402"	"31"	"11"	"3/2/2021 00:31:55"	"3/2/2021 00:33:55"
"403"	"31"	"1"	"3/2/2021 00:33:55"	"3/2/2021 00:38:55"
"404"	"31"	"2"	"3/2/2021 00:42:55"	"3/2/2021 02:24:55"
"405"	"31"	"13"	"3/2/2021 02:27:55"	"3/2/2021 03:11:55"
"406"	"7"	"12"	"2/2/2021 23:22:01"	"2/2/2021 23:45:01"
"407"	"7"	"3"	"2/2/2021 23:46:01"	"3/2/2021 01:39:01"
"408"	"7"	"11"	"3/2/2021 01:40:01"	"3/2/2021 02:27:01"
"409"	"7"	"1"	"3/2/2021 02:30:01"	"3/2/2021 03:10:01"
"410"	"7"	"8"	"3/2/2021 03:14:01"	"3/2/2021 04:27:01"
"411"	"7"	"7"	"3/2/2021 04:30:01"	"3/2/2021 04:55:01"
"412"	"7"	"16"	"3/2/2021 04:56:01"	"3/2/2021 05:46:01"
"413"	"7"	"13"	"3/2/2021 05:48:01"	"3/2/2021 07:03:01"
"414"	"7"	"2"	"3/2/2021 07:05:01"	"3/2/2021 07:39:01"
"415"	"7"	"5"	"3/2/2021 07:43:01"	"3/2/2021 08:11:01"
"416"	"7"	"15"	"3/2/2021 08:11:01"	"3/2/2021 08:31:01"
"417"	"7"	"4"	"3/2/2021 08:32:01"	"3/2/2021 09:51:01"
"418"	"7"	"6"	"3/2/2021 09:54:01"	"3/2/2021 10:19:01"
"419"	"20"	"11"	"2/2/2021 14:43:46"	"2/2/2021 16:07:46"
"420"	"20"	"16"	"2/2/2021 16:09:46"	"2/2/2021 16:11:46"
"421"	"20"	"8"	"2/2/2021 16:12:46"	"2/2/2021 16:54:46"
"422"	"20"	"2"	"2/2/2021 16:55:46"	"2/2/2021 17:54:46"
"423"	"20"	"4"	"2/2/2021 17:57:46"	"2/2/2021 19:20:46"
"424"	"42"	"2"	"2/2/2021 08:14:17"	"2/2/2021 09:19:17"
"425"	"42"	"16"	"2/2/2021 09:23:17"	"2/2/2021 11:12:17"
"426"	"42"	"12"	"2/2/2021 11:16:17"	"2/2/2021 12:44:17"
"427"	"42"	"14"	"2/2/2021 12:46:17"	"2/2/2021 14:18:17"
"428"	"42"	"5"	"2/2/2021 14:22:17"	"2/2/2021 16:12:17"
"429"	"19"	"12"	"2/2/2021 17:43:56"	"2/2/2021 19:09:56"
"430"	"19"	"8"	"2/2/2021 19:11:56"	"2/2/2021 20:14:56"
"431"	"19"	"10"	"2/2/2021 20:17:56"	"2/2/2021 21:51:56"
"432"	"19"	"6"	"2/2/2021 21:55:56"	"2/2/2021 23:26:56"
"433"	"19"	"4"	"2/2/2021 23:29:56"	"3/2/2021 01:06:56"
"434"	"19"	"5"	"3/2/2021 01:08:56"	"3/2/2021 03:00:56"
"435"	"19"	"7"	"3/2/2021 03:04:56"	"3/2/2021 04:36:56"
"436"	"19"	"14"	"3/2/2021 04:37:56"	"3/2/2021 05:27:56"
"437"	"19"	"16"	"3/2/2021 05:31:56"	"3/2/2021 07:24:56"
"438"	"19"	"3"	"3/2/2021 07:26:56"	"3/2/2021 08:20:56"
"439"	"19"	"11"	"3/2/2021 08:22:56"	"3/2/2021 09:56:56"
"440"	"30"	"3"	"2/2/2021 21:47:27"	"2/2/2021 23:44:27"
"441"	"30"	"13"	"2/2/2021 23:48:27"	"3/2/2021 00:31:27"
"442"	"30"	"2"	"3/2/2021 00:35:27"	"3/2/2021 00:57:27"
"443"	"30"	"11"	"3/2/2021 00:58:27"	"3/2/2021 02:25:27"
"444"	"30"	"14"	"3/2/2021 02:25:27"	"3/2/2021 04:20:27"
"445"	"30"	"15"	"3/2/2021 04:21:27"	"3/2/2021 05:26:27"
"446"	"30"	"4"	"3/2/2021 05:30:27"	"3/2/2021 06:29:27"
"447"	"30"	"10"	"3/2/2021 06:31:27"	"3/2/2021 07:35:27"
"448"	"30"	"16"	"3/2/2021 07:35:27"	"3/2/2021 08:47:27"
"449"	"30"	"6"	"3/2/2021 08:47:27"	"3/2/2021 10:20:27"
"450"	"30"	"5"	"3/2/2021 10:22:27"	"3/2/2021 11:47:27"
"451"	"30"	"12"	"3/2/2021 11:51:27"	"3/2/2021 13:20:27"
"452"	"30"	"8"	"3/2/2021 13:21:27"	"3/2/2021 13:57:27"
"453"	"30"	"1"	"3/2/2021 13:59:27"	"3/2/2021 14:49:27"
"454"	"30"	"7"	"3/2/2021 14:53:27"	"3/2/2021 15:18:27"
"455"	"30"	"9"	"3/2/2021 15:19:27"	"3/2/2021 16:02:27"
"456"	"32"	"8"	"2/2/2021 06:27:53"	"2/2/2021 08:06:53"
"457"	"32"	"4"	"2/2/2021 08:10:53"	"2/2/2021 10:10:53"
"458"	"32"	"10"	"2/2/2021 10:11:53"	"2/2/2021 11:05:53"
"459"	"32"	"15"	"2/2/2021 11:06:53"	"2/2/2021 11:31:53"
"460"	"32"	"14"	"2/2/2021 11:32:53"	"2/2/2021 13:09:53"
"461"	"32"	"6"	"2/2/2021 13:09:53"	"2/2/2021 14:35:53"
"462"	"32"	"1"	"2/2/2021 14:36:53"	"2/2/2021 14:58:53"
"463"	"32"	"9"	"2/2/2021 15:00:53"	"2/2/2021 15:14:53"
"464"	"32"	"11"	"2/2/2021 15:15:53"	"2/2/2021 16:35:53"
"465"	"32"	"5"	"2/2/2021 16:36:53"	"2/2/2021 17:29:53"
"466"	"32"	"16"	"2/2/2021 17:29:53"	"2/2/2021 19:16:53"
"467"	"32"	"7"	"2/2/2021 19:17:53"	"2/2/2021 21:17:53"
"468"	"32"	"13"	"2/2/2021 21:19:53"	"2/2/2021 22:58:53"
"469"	"32"	"12"	"2/2/2021 22:58:53"	"3/2/2021 00:28:53"
"470"	"32"	"3"	"3/2/2021 00:30:53"	"3/2/2021 01:37:53"
"471"	"8"	"1"	"2/2/2021 04:58:01"	"2/2/2021 05:16:01"
"472"	"8"	"7"	"2/2/2021 05:17:01"	"2/2/2021 07:08:01"
"473"	"8"	"2"	"2/2/2021 07:10:01"	"2/2/2021 08:28:01"
"474"	"8"	"16"	"2/2/2021 08:32:01"	"2/2/2021 08:46:01"
"475"	"8"	"5"	"2/2/2021 08:48:01"	"2/2/2021 09:43:01"
"476"	"8"	"12"	"2/2/2021 09:45:01"	"2/2/2021 10:10:01"
"477"	"8"	"13"	"2/2/2021 10:12:01"	"2/2/2021 10:13:01"
"478"	"8"	"14"	"2/2/2021 10:15:01"	"2/2/2021 10:39:01"
"479"	"8"	"10"	"2/2/2021 10:42:01"	"2/2/2021 12:01:01"
"480"	"8"	"3"	"2/2/2021 12:02:01"	"2/2/2021 12:41:01"
"481"	"8"	"6"	"2/2/2021 12:44:01"	"2/2/2021 13:24:01"
"482"	"8"	"4"	"2/2/2021 13:28:01"	"2/2/2021 14:25:01"
"483"	"8"	"8"	"2/2/2021 14:29:01"	"2/2/2021 16:03:01"
"484"	"8"	"11"	"2/2/2021 16:05:01"	"2/2/2021 18:05:01"
"485"	"8"	"15"	"2/2/2021 18:07:01"	"2/2/2021 18:29:01"
"486"	"8"	"9"	"2/2/2021 18:30:01"	"2/2/2021 19:07:01"
"487"	"8"	"1"	"2/2/2021 19:11:01"	"2/2/2021 20:51:01"
"488"	"8"	"7"	"2/2/2021 20:53:01"	"2/2/2021 21:56:01"
"489"	"9"	"15"	"2/2/2021 13:49:32"	"2/2/2021 14:32:32"
"490"	"9"	"13"	"2/2/2021 14:33:32"	"2/2/2021 14:36:32"
"491"	"9"	"12"	"2/2/2021 14:39:32"	"2/2/2021 16:39:32"
"492"	"9"	"6"	"2/2/2021 16:43:32"	"2/2/2021 17:35:32"
"493"	"50"	"11"	"2/2/2021 13:35:11"	"2/2/2021 14:37:11"
"494"	"50"	"7"	"2/2/2021 14:37:11"	"2/2/2021 15:20:11"
"495"	"50"	"6"	"2/2/2021 15:22:11"	"2/2/2021 15:49:11"
"496"	"50"	"9"	"2/2/2021 15:52:11"	"2/2/2021 16:41:11"
"497"	"50"	"2"	"2/2/2021 16:41:11"	"2/2/2021 17:30:11"
"498"	"50"	"13"	"2/2/2021 17:34:11"	"2/2/2021 18:53:11"
"499"	"50"	"8"	"2/2/2021 18:53:11"	"2/2/2021 20:22:11"
"500"	"48"	"3"	"2/2/2021 20:00:00"	"2/2/2021 21:00:00"
